ID,TITRE,PRIX,ARR,LINK,M2,PIECES
485,Renovated 1- Bedroom Flat,1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/renovated-1-bedroom-flat/6809747881.html,,
486,Gorgeous * 1 Bedroom - 50m2,1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/gorgeous-1-bedroom-50m2/6809742452.html,,
487,1 Bedroom  apartment adjacent to Metro Cambronne,1550,Paris Cambronne - Villa Croix Nivert -,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6809743934.html,,
488,A 24 sqm studio in Montmartre,1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6809732961.html,,
489,Beautiful Studio - 15m2,800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/beautiful-studio-15m2/6809730321.html,,
490,Charming studio near Boulainvilliers,950,16th arrondissement,https://paris.craigslist.org/apa/d/charming-studio-near-boulainvilliers/6809713562.html,15,
491,Paris apartment rental near Martyrs,1800,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-martyrs/6809713389.html,63,
492,Your flat in Paris for a long term stay,,,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6809713232.html,,
493,2 pièces 25m² Rue de la Mare,900,20ème,https://paris.craigslist.org/apa/d/2-pices-25m-rue-de-la-mare/6809713043.html,25,
494,"1BR, 50sqm, avenue du General Leclerc",1600,14th arrondissement,https://paris.craigslist.org/apa/d/1br-50sqm-avenue-du-general-leclerc/6809712905.html,50,
495,Studio 48m2 à 9min de l' Uni. Panthéon-Sorbonne Paris1,525,525€ PER MONTH,https://paris.craigslist.org/apa/d/studio-48m2-9min-de-uni-panthon/6787464194.html,48,1
496,"Studio 35m2 + Mezzanine, Rue de Lisbonne Paris8è",505,505€ PER MONTH,https://paris.craigslist.org/apa/d/studio-35m2-mezzanine-rue-de-lisbonne/6787549258.html,35,1
497,Apartment studio near Villiers in Paris,950,17th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-villiers-in-paris/6809694074.html,23,
498,Paris apartment rental near Notre Dame,1242,"Rue Monge, 5th arrondissement",https://paris.craigslist.org/apa/d/paris-apartment-rental-near-notre-dame/6809693789.html,33,
499,Paris apartment rental near Dupleix,3495,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-dupleix/6809693015.html,107,
500,"2ème arrondissement, Studio rue de Richelieu",900,2ème arrondissement,https://paris.craigslist.org/apa/d/2me-arrondissement-studio-rue-de/6809692800.html,18,
501,Apartment studio near Marais in Paris,960,4th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-marais-in-paris/6809692405.html,21,
502,Apartment studio near Convention in Paris,1000,15th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-convention-in/6809237988.html,30,
503,Fully furnished studio for rent,600,Voltaire,https://paris.craigslist.org/apa/d/fully-furnished-studio-for-rent/6785764409.html,15,
504,"1BR, 50sqm, avenue du General Leclerc",1600,14th arrondissement,https://paris.craigslist.org/apa/d/1br-50sqm-avenue-du-general-leclerc/6809226344.html,50,
505,Apartment in Paris for monthly rental,,Paris,https://paris.craigslist.org/apa/d/apartment-in-paris-for-monthly-rental/6809225627.html,,
506,Studio Avenue Georges Mandel,1450,16ème  arrondissement,https://paris.craigslist.org/apa/d/studio-avenue-georges-mandel/6809225231.html,36,
507,"Paris apartment rental on a quiet street, Villa Verlaine",1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-on-quiet-street/6809224701.html,40,
508,Apartment studio near Marais in Paris,960,4th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-marais-in-paris/6809224504.html,21,
509,€400 / 1br - .Private Apartment - Central Paris - City Views,400,"Boulevard de Sébastopol, 3rd arr., 75002 Paris, France",https://paris.craigslist.org/apa/d/400-1br-private-apartment-central-paris/6787625527.html,,1
510,Your flat in Paris for a long term stay,,,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6808936281.html,,
511,Grand 2 pièces de 50sqm rue d'Hauteville,1800,10ème arrondissement,https://paris.craigslist.org/apa/d/grand-2-pices-de-50sqm-rue-dhauteville/6808935714.html,50,
512,Appartement à Auteuil à Paris,1500,16ème arrondissement,https://paris.craigslist.org/apa/d/appartement-auteuil-paris/6808935089.html,36,
513,2 Bedroom: Loft apartment!,3399,Paris Jaques Bonsergent - Canal Saint Martin,https://paris.craigslist.org/apa/d/2-bedroom-loft-apartment/6808908733.html,,
514,2 Bedroom  apartment with elevator and balcony,2299,Paris Wagram - Rue Philibert Delorme,https://paris.craigslist.org/apa/d/2-bedroom-apartment-with-elevator-and/6808904142.html,,
515,Large one bedroom 70m2 apartment,2575,Paris Voltaire - Avenue Parmentier,https://paris.craigslist.org/apa/d/large-one-bedroom-70m2-apartment/6808906163.html,,
516,- 3 Bedroomapartment with balcony and view over Paris.,2999,North-West St Cloud - Allee Florent Schmitt,https://paris.craigslist.org/apa/d/3-bedroomapartment-with-balcony-and/6808908228.html,,
517,- 1 bedroom: 50m2>> in a very quiet street,2100,North-West Neuilly-sur-Seine-Rue Chauveau,https://paris.craigslist.org/apa/d/1-bedroom-50m2-in-very-quiet-street/6808903691.html,,
518,House à Place d'Italie,1650,13ème arrondissement,https://paris.craigslist.org/apa/d/house-place-ditalie/6808907402.html,60,
519,Appartement à Champ de Mars,1450,7ème arrondissement,https://paris.craigslist.org/apa/d/appartement-champ-de-mars/6808907028.html,37,
520,Furnished 2BR apartment (46sqm) rue Berzélius,1550,Paris 17th arrondissement,https://paris.craigslist.org/apa/d/furnished-2br-apartment-46sqm-rue/6808906434.html,46,
521,Your flat in Paris for a long term stay,,,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6808906149.html,,
522,Paris apartment rental near Dupleix,3495,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-dupleix/6808905902.html,107,
523,"Stylish and modern rooftop apartment, with terrace",1850,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/stylish-and-modern-rooftop-apartment/6808902412.html,,
524,"1BR (26sqm), Rue des Roses",900,18th arrondissement,https://paris.craigslist.org/apa/d/1br-26sqm-rue-des-roses/6808905544.html,26,
525,2-beds Flat [in a very convenient location},1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/2-beds-flat-in-very-convenient-location/6808902972.html,,
526,Totally furnished apartment with separate kitchen.,1590,Paris Bastille Marais - Bd Richard Lenoir-,https://paris.craigslist.org/apa/d/totally-furnished-apartment-with/6808898940.html,,
527,Charming 1 Bedroom - 43m2,1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/charming-1-bedroom-43m2/6808899372.html,,
528,- 1 Bedroom -apartment adjacent to Metro Cambronne,1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6808898572.html,,
529,Calm and sunny fully furnished apartment,1299,Paris Marcadet Poissonieres Rue Marcadet,https://paris.craigslist.org/apa/d/calm-and-sunny-fully-furnished-apartment/6808894312.html,,
530,Apartment *In a quiet residence*,1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/apartment-in-quiet-residence/6808895724.html,,
531,- Studio with Natural Light*,1100,Paris Avenue la Motte Piquet - Boulevard Grenelle,https://paris.craigslist.org/apa/d/studio-with-natural-light/6808894022.html,,
532,Stunning** Studio Apartment - 32m2,1099,Paris Glaciere - Rue des Tanneries,https://paris.craigslist.org/apa/d/stunning-studio-apartment-32m2/6808893739.html,,
533,"- Studio - ( All furnished, price inclusive!)",800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/studio-all-furnished-price-inclusive/6808892295.html,,
534,"A 24 sqm studio in Montmartre, close to abbesses",1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre-close-to/6808892914.html,,
535,Nice and spacious stuido apartment availabe at 7th Arrondissement,400,7th Arrondissement,https://paris.craigslist.org/apa/d/nice-and-spacious-stuido-apartment/6808877763.html,,1
536,Paris apartment rental near Buttes Chaumont,1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-buttes/6808823647.html,40,
537,Apartment studio near Marais in Paris,960,4th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-marais-in-paris/6808823254.html,21,
538,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6808822608.html,,
539,"2ème arrondissement, Studio rue de Richelieu",900,2ème arrondissement,https://paris.craigslist.org/apa/d/2me-arrondissement-studio-rue-de/6808822322.html,18,
540,Paris apartment rental near Invalides,2100,7th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-invalides/6808821970.html,58,
541,Updated Apartment /  3 Bedroom - 112m2,2999,North-West St Cloud - Allee Florent Schmitt,https://paris.craigslist.org/apa/d/updated-apartment-3-bedroom-112m2/6808165343.html,,
542,Large One Bedroom Apartment- 70m2,2575,Paris Voltaire - Avenue Parmentier,https://paris.craigslist.org/apa/d/large-one-bedroom-apartment-70m2/6808159500.html,,
543,- 70m2  Stylish and modern rooftop apartment,1850,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/70m2-stylish-and-modern-rooftop/6808141217.html,,
544,Apartment  in the Marais close to Bastille!,1590,Paris Bastille Marais - Bd Richard Lenoir,https://paris.craigslist.org/apa/d/apartment-in-the-marais-close-to/6808138742.html,,
545,Furnished 1 Bedroom - 50m2!,1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/furnished-1-bedroom-50m2/6808135804.html,,
546,Charming  2 Bedroom Apartment!,1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/charming-2-bedroom-apartment/6808141921.html,,
547,Renovated 1 Bedroom Apartment @  43m2,1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/renovated-1-bedroom-apartment-43m2/6808139370.html,,
548,Charming and quiet studio !,1099,Paris Glaciere - Rue des Tanneries,https://paris.craigslist.org/apa/d/charming-and-quiet-studio/6808130009.html,,
549,* Beautiful Apartment... Studio - 25m2,1100,Paris Avenue la Motte Piquet - Boulevard Grenelle -,https://paris.craigslist.org/apa/d/beautiful-apartment-studio-25m2/6808130680.html,,
550,- 1 Bedroom -apartment adjacent to Metro Cambronne,1550,Paris Cambronne - Villa Croix Nivert,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6808136544.html,,
551,A 24 sqm studio in Montmartre,1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6808129274.html,,1
552,Secure underground parking place.,60,Paris,https://paris.craigslist.org/apa/d/secure-underground-parking-place/6808125327.html,,
553,Elegant Studio apartment heart of Paris,400,5th arrondissements,https://paris.craigslist.org/apa/d/elegant-studio-apartment-heart-of-paris/6808103976.html,,1
554,Appartement t2 meublé 47m² à louer,600,cergy,https://paris.craigslist.org/apa/d/appartement-t2-meubl-47m-louer/6808115567.html,47,1
555,"1BR, 50sqm, avenue du General Leclerc",1600,14th arrondissement,https://paris.craigslist.org/apa/d/1br-50sqm-avenue-du-general-leclerc/6808104267.html,50,
556,"2ème arrondissement, Studio rue de Richelieu",900,2ème arrondissement,https://paris.craigslist.org/apa/d/2me-arrondissement-studio-rue-de/6808103997.html,18,
557,Apartment on Rue Commines,1000,5th arrondissement,https://paris.craigslist.org/apa/d/apartment-on-rue-commines/6808103892.html,30,
558,Appartement à Auteuil à Paris,1500,16ème arrondissement,https://paris.craigslist.org/apa/d/appartement-auteuil-paris/6808103730.html,36,
559,"4th district, Studio Rue St Louis en l' Ile",1300,4th arrondissement,https://paris.craigslist.org/apa/d/4th-district-studio-rue-st-louis-en-ile/6808103617.html,,
560,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6808103475.html,,
561,Studio apartment availbale at 1st Arrondissement,450,1st Arrondissement,https://paris.craigslist.org/apa/d/studio-apartment-availbale-at-1st/6808097869.html,,1
562,Free studio,1,Paris,https://paris.craigslist.org/apa/d/free-studio/6808080005.html,,
563,Paris apartment rental near Martyrs,1800,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-martyrs/6808071505.html,63,
564,Your flat in Paris for a long term stay,,Paris,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6808069260.html,,
565,2 pièces 25m² Rue de la Mare,900,20ème,https://paris.craigslist.org/apa/d/2-pices-25m-rue-de-la-mare/6808067303.html,25,
566,Apartment studio near Villiers in Paris,950,17th arrondissement,https://paris.craigslist.org/apa/d/apartment-studio-near-villiers-in-paris/6808066969.html,23,
567,Studio à Strasbourg Saint Denis à Paris,850,10ème arrondissement,https://paris.craigslist.org/apa/d/studio-strasbourg-saint-denis-paris/6807495025.html,16,
568,Paris apartment rental near Martyrs,1800,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-martyrs/6807493594.html,63,
569,Your flat in Paris for a long term stay,,,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6807493257.html,,
570,Paris apartment rental near Dupleix,3495,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-dupleix/6807493141.html,107,
571,"1BR, 50sqm, avenue du General Leclerc",1600,14th arrondissement,https://paris.craigslist.org/apa/d/1br-50sqm-avenue-du-general-leclerc/6807492890.html,50,
572,2 Flights Up Apartment!,2575,Paris Voltaire - Avenue Parmentier-,https://paris.craigslist.org/apa/d/2-flights-up-apartment/6807376702.html,,1
573,"Very bright south facing,apartment!",2100,North-West Neuilly-sur-Seine-Rue Chauveau,https://paris.craigslist.org/apa/d/very-bright-south-facingapartment/6807373697.html,,
574,Stylish and modern rooftop apartment,1850,Paris Rambuteau - Rue St Martin,https://paris.craigslist.org/apa/d/stylish-and-modern-rooftop-apartment/6807371280.html,,
575,Your flat in Paris for a long term stay,,,https://paris.craigslist.org/apa/d/your-flat-in-paris-for-long-term-stay/6807374693.html,,
576,Paris apartment rental near Invalides,2100,7th arrondissement,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-invalides/6807372847.html,58,
577,- 2 Bedroom -  in a very convenient location,1850,North-West St Cloud - Residence Beausoleil,https://paris.craigslist.org/apa/d/2-bedroom-in-very-convenient-location/6807372544.html,,
578,Paris apartment rental near Buttes Chaumont,1350,,https://paris.craigslist.org/apa/d/paris-apartment-rental-near-buttes/6807371885.html,40,
579,"Appartement 2 chambres, Rue Custine",1990,18ème arrondissement,https://paris.craigslist.org/apa/d/appartement-2-chambres-rue-custine/6807370704.html,57,
580,Charming studio near Boulainvilliers,950,16th arrondissement,https://paris.craigslist.org/apa/d/charming-studio-near-boulainvilliers/6807370023.html,15,
581,**1 Bedroom apartment In a quiet residence!,1499,Paris Buttes Chaumont- Rue Compans,https://paris.craigslist.org/apa/d/1-bedroom-apartment-in-quiet-residence/6807363605.html,,
582,*Apartment* on the 3rd and last floor!,1599,Paris Censier Daubenton - Rue du Fer a Moulin,https://paris.craigslist.org/apa/d/apartment-on-the-3rd-and-last-floor/6807368407.html,,
583,1 Bedroom -apartment adjacent to Metro Cambronne,1550,Paris Cambronne - Villa Croix Nivert -,https://paris.craigslist.org/apa/d/1-bedroom-apartment-adjacent-to-metro/6807365589.html,,
584,"- Studio - "" overlooking a courtyard""",1100,Paris Avenue la Motte Piquet - Boulevard Grenelle,https://paris.craigslist.org/apa/d/studio-overlooking-courtyard/6807357135.html,,
585,Studio with elevator in perfect condition*,800,Paris Passy - Rue Benjamin Franklin,https://paris.craigslist.org/apa/d/studio-with-elevator-in-perfect/6807353151.html,,
586,A 24 sqm studio in Montmartre**,1090,Paris Abbesses - Rue Durantin,https://paris.craigslist.org/apa/d/24-sqm-studio-in-montmartre/6807355518.html,,
